irá,69,V
real,69
don,69
regalo,69
fuimos,69
bonito,70
montón,70
hacerle,70
barco,70
entiendes,70
maldición,70
teniente,70
carne,70
dejo,71
pelo,71
gobierno,71
pie,71
corre,71
últimos,71
abrir,71
siguiente,71
misión,71
llevas,71
regreso,71
existe,71
quienes,71
miles,71
tanta,71
encontrado,71
secreto,71
solía,72
daño,72
tengan,72
pon,72
perdí,72
llamaré,72
empieza,72
conocer,72
estuviera,72
ley,72
quieras,72
acabar,72
podrá,72
dra.,72
salga,73
preguntas,73
llamó,73
base,73
tuvimos,73
luna,73
habías,73
ocho,73
mayoría,73
vienes,73
pido,73
tenían,73
llevó,73
verás,73
volvió,73
mantener,74
estén,74
causa,74
vieja,74
viendo,74
linda,74
déjeme,74
tuviste,74
raro,74
boca,74
ahi,74
finalmente,74
película,74
debía,75
hacerte,75
puedas,75
club,75
vámonos,75
tendría,75
esperaba,75
llaman,75
ninguno,75
alegra,75
nivel,75
blanco,75
negro,75
tonto,75
atención,76
aquel,76
debí,76
cama,76
vuelva,76
amiga,76
demás,76
damas,76
listos,77
habían,77
esperen,77
señal,77
futuro,77
permiso,77
situación,77
edad,77
respuesta,78
hicimos,78
música,78
intento,78
parecía,78
dejaré,78
sexo,78
marido,78
vengan,78
darte,78
ocurre,78
minuto,79
fotos,79
hayas,79
estuviste,79
habitación,79
pareces,79
alegro,79
dejado,79
darme,79
debajo,80
encontramos,80
tenia,80
santo,80
maestro,80
sigues,81
especial,81
dieron,81
café,81
mensaje,81
anoche,81
juro,81
dejé,81
avión,82
estados,82
mente,82
alrededor,82
voz,82
libre,82
muchachos,82
irme,82
apuesto,82
deseo,83
pregunto,83
servicio,83
aire,83
tranquilo,83
semanas,83
veamos,84
decía,84
cierra,84
lindo,84
oír,84
quedan,84
paz,84
vayan,84
quiera,84
hospital,84
acaso,84
acabó,85
trabajando,85
palabras,85
negocio,85
ambos,85
trabaja,85
noticias,85
foto,85
serás,86
cielo,86
podrían,86
dejes,86
hagan,86
información,86
programa,86
duro,86
necesitan,87
pena,87
puso,87
serán,87
sacar,87
ataque,87
apenas,87
caja,87
tome,87
sucede,87
pone,87
empezar,88
terminar,88
teléfono,88
estaremos,88
compañía,88
bebé,89
hazlo,89
